codigo_ies_padre,ies,ano,tasa,tipo,categoria,nivel_de_formacion,tasa_lag1,tasa_lag2,tasa_lag3,rolling_mean_3,rolling_std_3,tasa_predicha
4106.0,INSTITUTO NACIONAL DE FORMACION TECNICA PROFESIONAL DE SAN ANDRES,2014,65.14,TAI,IES Padre Nivel Formacin,TyT,75.86,55.0,62.62,56.4367,17.3807,57.39295
4107.0,INSTITUTO TECNICO AGRICOLA ITA,2014,32.35,TAI,IES Padre Nivel Formacin,TyT,34.73,31.96,35.91,50.98,21.881,33.646397
4108.0,ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL,2014,21.75,TAI,IES Padre Nivel Formacin,TyT,16.63,20.87,60.27,42.4067,30.352,24.179323
4108.0,ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL,2014,26.15,TAI,IES Padre Nivel Formacin,Universitario,19.59,31.85,27.45,23.65,9.709,22.109257
3807.0,ESCUELA DE TECNOLOGIAS DE ANTIOQUIA -ETA-,2014,42.86,TAI,IES Padre Nivel Formacin,TyT,25.0,0.0,0.0,20.4067,4.2443,26.737482
3808.0,CORPORACION TECNOLOGICA DE BOGOTA - CTB - ,2014,27.27,TAI,IES Padre Nivel Formacin,TyT,20.29,22.96,21.66,21.6267,2.9423,21.912083
3809.0,INSTITUTO SUPERIOR DE CIENCIAS SOCIALES Y ECONOMICO FAMILIARES-ICSEF-,2014,32.35,TAI,IES Padre Nivel Formacin,TyT,23.48,18.97,31.25,22.9233,2.4038,23.4244
3810.0,CORPORACION EDUCATIVA -ITAE-,2014,23.79,TAI,IES Padre Nivel Formacin,TyT,31.16,33.82,32.05,24.9767,5.5874,30.684658
3811.0,CORPORACION DE EDUCACION DEL NORTE DEL TOLIMA - COREDUCACION,2014,35.91,TAI,IES Padre Nivel Formacin,TyT,17.17,38.21,21.96,23.9367,7.0062,23.32689
4112.0,COLEGIO INTEGRADO NACIONAL ORIENTE DE CALDAS - IES CINOC,2014,30.67,TAI,IES Padre Nivel Formacin,TyT,25.16,37.91,40.17,24.4967,7.0185,29.074366
4701.0,FUNDACION ACADEMIA DE DIBUJO PROFESIONAL,2014,23.71,TAI,IES Padre Nivel Formacin,TyT,22.51,20.21,24.16,21.6133,4.0698,22.343122
4702.0,FUNDACION DE EDUCACION SUPERIOR SAN JOSE -FESSANJOSE-,2014,50.0,TAI,IES Padre Nivel Formacin,TyT,47.39,34.55,0.0,31.6867,13.6639,37.398808
3705.0,FUNDACION UNIVERSITARIA TECNOLOGICO COMFENALCO - CARTAGENA,2014,14.57,TAI,IES Padre Nivel Formacin,Universitario,20.45,20.44,28.22,44.1933,37.6801,19.752617
3821.0,CORPORACION POLITECNICO DE LA COSTA ATLANTICA,2014,5.18,TAI,IES Padre Nivel Formacin,Universitario,18.45,24.65,0.0,21.13,3.0769,17.643787
3824.0,ESCUELA SUPERIOR DE CIENCIAS EMPRESARIALES - ECIEM,2014,17.57,TAI,IES Padre Nivel Formacin,TyT,12.5,20.94,30.67,17.1333,4.1353,18.013636
3826.0,CORPORACION INTERNACIONAL PARA EL DESARROLLO EDUCATIVO -CIDE-,2014,19.88,TAI,IES Padre Nivel Formacin,TyT,25.84,45.91,31.88,18.93,6.6829,27.671572
3826.0,CORPORACION INTERNACIONAL PARA EL DESARROLLO EDUCATIVO -CIDE-,2014,3.37,TAI,IES Padre Nivel Formacin,Universitario,5.95,23.85,7.78,14.7633,10.1363,13.020931
3713.0,FUNDACION UNIVERSITARIA PARA EL DESARROLLO HUMANO - UNINPAHU,2014,18.94,TAI,IES Padre Nivel Formacin,Universitario,18.72,24.78,22.67,16.8367,10.0779,19.315067
3715.0,FUNDACION TECNOLOGICA AUTONOMA DEL PACIFICO,2014,17.83,TAI,IES Padre Nivel Formacin,TyT,25.86,16.57,23.61,16.8433,10.0868,21.179228
3716.0,TECNOLOGICA FITEC,2014,51.57,TAI,IES Padre Nivel Formacin,TyT,25.32,30.22,21.43,23.3,3.9756,25.31865
3718.0,FUNDACION DE ESTUDIOS SUPERIORES COMFANORTE -F.E.S.C.-,2014,21.2,TAI,IES Padre Nivel Formacin,TyT,21.56,20.69,45.4,24.2467,2.3423,23.731842
3718.0,FUNDACION DE ESTUDIOS SUPERIORES COMFANORTE -F.E.S.C.-,2014,21.74,TAI,IES Padre Nivel Formacin,Universitario,30.0,0.0,0.0,25.6267,4.2283,26.001196
3834.0,CORPORACION TECNOLOGICA CATOLICA DE OCCIDENTE - TECOC -,2014,28.0,TAI,IES Padre Nivel Formacin,TyT,0.0,29.45,13.29,17.1867,15.4708,18.911028
3901.0,ESCUELA DE FORMACION DE INFANTERIA DE MARINA,2014,9.05,TAI,IES Padre Nivel Formacin,TyT,10.05,0.0,0.0,13.35,15.2698,12.531738
3902.0,ESCUELA  MILITAR DE SUBOFICIALES SARGENTO INOCENCIO CHINCA,2014,3.4,TAI,IES Padre Nivel Formacin,TyT,1.57,3.49,4.39,3.8733,5.4064,7.1374516
4101.0,INSTITUTO DE EDUCACION TECNICA PROFESIONAL DE ROLDANILLO,2014,23.44,TAI,IES Padre Nivel Formacin,TyT,20.41,18.65,35.14,10.6767,9.4356,20.166595
4101.0,INSTITUTO DE EDUCACION TECNICA PROFESIONAL DE ROLDANILLO,2014,14.29,TAI,IES Padre Nivel Formacin,Universitario,5.88,20.0,0.0,9.2867,9.8712,11.511577
3725.0,FUNDACION TECNOLOGICA ALBERTO MERANI,2014,13.58,TAI,IES Padre Nivel Formacin,TyT,8.19,24.03,21.34,11.4933,7.808,16.738012
3115.0,INSTITUTO TECNOLOGICO DEL PUTUMAYO,2014,30.45,TAI,IES Padre Nivel Formacin,Universitario,12.66,22.22,36.99,8.91,3.4469,16.825823
3803.0,CORPORACION UNIVERSITARIA CENTRO SUPERIOR - UNICUCES,2014,20.5,TAI,IES Padre Nivel Formacin,TyT,22.0,25.09,46.48,14.2833,7.0467,22.70255
3803.0,CORPORACION UNIVERSITARIA CENTRO SUPERIOR - UNICUCES,2014,19.75,TAI,IES Padre Nivel Formacin,Universitario,22.31,22.77,27.63,18.99,5.4841,20.505396
3805.0,INSTITUTO DE EDUCACION EMPRESARIAL-IDEE-,2014,26.98,TAI,IES Padre Nivel Formacin,TyT,18.92,5.0,86.11,21.0767,1.8741,33.971207
3806.0,CORPORACION ESCUELA SUPERIOR DE ADMINISTRACION Y ESTUDIOS TECNOLOGICOS- EAE,2014,22.5,TAI,IES Padre Nivel Formacin,TyT,58.45,57.2,32.23,33.2267,21.9097,39.848957
3204.0,TECNOLOGICO DE ANTIOQUIA,2014,13.77,TAI,IES Padre Nivel Formacin,TyT,16.14,18.89,19.49,31.17,23.666,18.124302
3204.0,TECNOLOGICO DE ANTIOQUIA,2014,9.68,TAI,IES Padre Nivel Formacin,Universitario,11.48,11.37,12.93,28.69,25.878,11.547132
3301.0,INSTITUCION UNIVERSITARIA ANTONIO JOSE CAMACHO,2014,17.49,TAI,IES Padre Nivel Formacin,TyT,18.76,17.45,19.57,15.46,3.6873,18.860373
3301.0,INSTITUCION UNIVERSITARIA ANTONIO JOSE CAMACHO,2014,13.4,TAI,IES Padre Nivel Formacin,Universitario,17.74,19.64,18.52,15.9933,3.9418,17.426022
3302.0,INSTITUTO TECNOLOGICO METROPOLITANO,2014,50.36,TAI,IES Padre Nivel Formacin,TyT,21.29,22.54,25.54,19.2633,1.8277,22.510256
3812.0,INSTITUCION UNIVERSITARIA MARCO FIDEL SUAREZ - IUMAFIS,2014,20.36,TAI,IES Padre Nivel Formacin,TyT,18.68,20.52,14.56,19.2367,1.8393,18.771654
3817.0,CORPORACION UNIVERSITARIA AUTONOMA DE NARIO -AUNAR-,2014,59.61,TAI,IES Padre Nivel Formacin,TyT,42.14,34.85,58.9,27.37,12.8576,38.009247
3817.0,CORPORACION UNIVERSITARIA AUTONOMA DE NARIO -AUNAR-,2014,20.62,TAI,IES Padre Nivel Formacin,Universitario,22.41,18.57,38.37,27.7433,12.6066,20.638689
3819.0,CORPORACION TECNOLOGICA INDUSTRIAL COLOMBIANA - TEINCO,2014,7.19,TAI,IES Padre Nivel Formacin,TyT,38.87,32.02,30.69,34.4733,10.5743,32.794147
3819.0,CORPORACION TECNOLOGICA INDUSTRIAL COLOMBIANA - TEINCO,2014,11.76,TAI,IES Padre Nivel Formacin,Universitario,10.53,11.11,23.26,23.9367,14.2315,13.63068
3705.0,FUNDACION UNIVERSITARIA TECNOLOGICO COMFENALCO - CARTAGENA,2014,21.07,TAI,IES Padre Nivel Formacin,TyT,23.75,21.11,20.21,24.3833,14.1806,22.807924
2850.0,CORPORACION UNIVERSITARIA ANTONIO JOSE DE SUCRE - CORPOSUCRE,2014,10.77,TAI,IES Padre Nivel Formacin,Universitario,7.99,18.23,11.04,14.09,8.4617,12.076917
3706.0,"FUNDACION CENTRO COLOMBIANO DE ESTUDIOS PROFESIONALES, -F.C.E.C.E.P.",2014,9.1,TAI,IES Padre Nivel Formacin,TyT,23.99,22.57,20.8,18.5767,9.1691,22.94132
3710.0,FUNDACION UNIVERSITARIA ANTONIO DE AREVALO - UNITECNAR,2014,24.26,TAI,IES Padre Nivel Formacin,TyT,27.42,21.45,27.88,19.8,10.3705,23.992044
3712.0,FUNDACION CENTRO DE INVESTIGACION DOCENCIA Y CONSULTORIA ADMINISTRATIVA-F-CIDCA-,2014,22.26,TAI,IES Padre Nivel Formacin,TyT,23.9,23.41,21.81,25.1033,2.0068,24.368374
3713.0,FUNDACION UNIVERSITARIA PARA EL DESARROLLO HUMANO - UNINPAHU,2014,16.09,TAI,IES Padre Nivel Formacin,TyT,19.84,17.81,11.08,23.72,3.7932,18.755215
2903.0,ESCUELA DE COMUNICACIONES,2014,19.3,TAI,IES Padre Nivel Formacin,Universitario,11.32,9.8,1.09,18.3533,6.4204,11.388325
2905.0,CENTRO DE EDUCACION MILITAR - CEMIL,2014,1.27,TAI,IES Padre Nivel Formacin,TyT,15.22,59.52,29.09,15.46,4.2651,20.424486
3102.0,INSTITUTO SUPERIOR DE EDUCACION RURAL-ISER-,2014,5.5,TAI,IES Padre Nivel Formacin,TyT,36.16,30.81,31.73,20.9,13.3586,29.71398
3102.0,INSTITUTO SUPERIOR DE EDUCACION RURAL-ISER-,2014,15.53,TAI,IES Padre Nivel Formacin,Universitario,12.67,14.29,88.68,21.35,12.8891,19.018007
3103.0,COLEGIO MAYOR DE BOLIVAR,2014,30.15,TAI,IES Padre Nivel Formacin,TyT,43.45,28.63,20.39,30.76,16.0848,30.422821
3719.0,INSTITUCION UNIVERSITARIA LATINA - UNILATINA,2014,21.68,TAI,IES Padre Nivel Formacin,TyT,26.0,23.71,25.13,27.3733,15.4359,25.832138
3720.0,FUNDACION UNIVERSITARIA ESUMER,2014,14.73,TAI,IES Padre Nivel Formacin,TyT,15.41,15.63,14.1,17.97,7.1048,15.881729
3720.0,FUNDACION UNIVERSITARIA ESUMER,2014,9.75,TAI,IES Padre Nivel Formacin,Universitario,12.98,12.64,10.09,13.63,1.5601,12.769766
3117.0,INSTITUCIN UNIVERSITARIA ITSA,2014,33.97,TAI,IES Padre Nivel Formacin,TyT,30.89,45.67,28.9,25.7967,4.6129,30.161554
3117.0,INSTITUCIN UNIVERSITARIA ITSA,2014,78.03,TAI,IES Padre Nivel Formacin,Universitario,56.9,21.74,0.0,37.4633,17.1239,42.776646
3201.0,UNIDADES TECNOLOGICAS DE SANTANDER,2014,29.79,TAI,IES Padre Nivel Formacin,TyT,32.22,27.72,27.49,40.0033,14.648,30.260868
3201.0,UNIDADES TECNOLOGICAS DE SANTANDER,2014,12.23,TAI,IES Padre Nivel Formacin,Universitario,11.96,36.36,32.14,33.6933,22.5062,24.266325
2836.0,CORPORACION UNIVERSITARIA EMPRESARIAL DE SALAMANCA,2014,18.57,TAI,IES Padre Nivel Formacin,Universitario,25.79,22.57,21.38,23.3233,10.3528,22.617971
2837.0,CORPORACION UNIVERSITARIA REPUBLICANA,2014,18.84,TAI,IES Padre Nivel Formacin,Universitario,18.09,17.89,17.91,18.6133,6.9298,17.268393
2838.0,CORPORACION COLEGIATURA COLOMBIANA,2014,12.26,TAI,IES Padre Nivel Formacin,Universitario,14.16,17.02,7.12,19.3467,5.916,14.4145565
2840.0,CORPORACION UNIVERSITARIA EMPRESARIAL ALEXANDER VON HUMBOLDT - CUE,2014,11.89,TAI,IES Padre Nivel Formacin,Universitario,11.74,15.41,16.04,14.6633,3.2048,13.58771
2842.0,CORPORACION UNIVERSITARIA REFORMADA - CUR -,2014,14.09,TAI,IES Padre Nivel Formacin,Universitario,27.45,60.66,34.09,17.7833,8.4586,24.141272
3302.0,INSTITUTO TECNOLOGICO METROPOLITANO,2014,14.16,TAI,IES Padre Nivel Formacin,Universitario,14.79,17.11,18.78,17.9933,8.3305,15.820241
3303.0,ESCUELA SUPERIOR TECNOLOGICA DE ARTES DEBORA ARANGO,2014,33.33,TAI,IES Padre Nivel Formacin,TyT,26.46,24.88,32.5,22.9,7.0409,26.001137
3702.0,FUNDACION TECNOLOGICA AUTONOMA DE BOGOTA-FABA-,2014,19.08,TAI,IES Padre Nivel Formacin,TyT,20.33,15.18,18.26,20.5267,5.8375,19.750727
3703.0,FUNDACION ESCUELA COLOMBIANA DE MERCADOTECNIA -ESCOLME-,2014,16.46,TAI,IES Padre Nivel Formacin,TyT,17.01,16.18,14.32,21.2667,4.7941,16.911615
2901.0,ESCUELA DE INTELIGENCIA Y CONTRAINTELIGENCIA BRIGADIER GENERAL RICARDO CHARRY SOLANO,2014,0.0,TAI,IES Padre Nivel Formacin,Universitario,0.0,100.0,70.83,5.16,8.9374,10.973672
2902.0,ESCUELA DE LOGISTICA,2014,13.84,TAI,IES Padre Nivel Formacin,Universitario,11.34,15.42,21.54,3.78,6.5472,12.49929
2903.0,ESCUELA DE COMUNICACIONES,2014,12.4,TAI,IES Padre Nivel Formacin,TyT,4.69,8.82,0.7,5.3433,5.6982,11.67718
2825.0,CORPORACION UNIVERSITARIA RAFAEL NUEZ,2014,18.52,TAI,IES Padre Nivel Formacin,Universitario,15.65,20.96,20.41,10.56,5.5215,16.210573
2827.0,CORPORACION UNIVERSITARIA DEL META - UNIMETA,2014,20.45,TAI,IES Padre Nivel Formacin,TyT,21.95,9.43,7.32,14.0967,8.7342,18.462145
2827.0,CORPORACION UNIVERSITARIA DEL META - UNIMETA,2014,16.46,TAI,IES Padre Nivel Formacin,Universitario,16.91,18.54,19.43,18.17,3.3336,16.363058
2828.0,CORPORACION UNIVERSITARIA DEL HUILA-CORHUILA-,2014,15.83,TAI,IES Padre Nivel Formacin,Universitario,17.4,17.79,13.05,18.7533,2.7792,16.046734
2829.0,CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-,2014,26.31,TAI,IES Padre Nivel Formacin,TyT,23.63,24.77,23.72,19.3133,3.7464,23.093016
3104.0,COLEGIO MAYOR DEL CAUCA,2014,13.83,TAI,IES Padre Nivel Formacin,TyT,22.96,17.15,14.68,21.33,3.4199,20.04127
3104.0,COLEGIO MAYOR DEL CAUCA,2014,12.61,TAI,IES Padre Nivel Formacin,Universitario,15.76,12.24,8.28,20.7833,4.3632,13.704613
3107.0,INSTITUCIN UNIVERSITARIA PASCUAL BRAVO,2014,25.45,TAI,IES Padre Nivel Formacin,TyT,25.93,30.9,30.56,21.55,5.2296,28.228651
3107.0,INSTITUCIN UNIVERSITARIA PASCUAL BRAVO,2014,14.5,TAI,IES Padre Nivel Formacin,Universitario,12.62,14.47,8.89,18.1033,6.9575,12.888174
3114.0,ESCUELA NAVAL DE SUBOFICIALES ARC BARRANQUILLA,2014,24.07,TAI,IES Padre Nivel Formacin,TyT,24.87,24.63,5.86,21.14,7.3975,23.197565
2832.0,UNIVERSIDAD DE SANTANDER - UDES,2014,13.49,TAI,IES Padre Nivel Formacin,Universitario,12.93,15.35,14.95,16.8067,6.9848,13.199233
2746.0,FUNDACION UNIVERSITARIA SANITAS,2014,11.13,TAI,IES Padre Nivel Formacin,Universitario,11.8,14.13,15.79,16.5333,7.2418,12.970167
2833.0,CORPORACION UNIVERSITARIA REMINGTON,2014,22.76,TAI,IES Padre Nivel Formacin,Universitario,24.41,12.13,4.3,16.38,6.9771,19.027758
2834.0,UNIVERSITARIA AGUSTINIANA- UNIAGUSTINIANA,2014,20.59,TAI,IES Padre Nivel Formacin,TyT,18.69,12.54,6.02,18.3,6.314,17.139736
2834.0,UNIVERSITARIA AGUSTINIANA- UNIAGUSTINIANA,2014,16.94,TAI,IES Padre Nivel Formacin,Universitario,13.4,12.06,13.74,18.8333,5.5064,13.210128
2836.0,CORPORACION UNIVERSITARIA EMPRESARIAL DE SALAMANCA,2014,12.1,TAI,IES Padre Nivel Formacin,TyT,20.94,49.33,55.43,17.6767,3.8708,24.128927
2749.0,INSTITUCION UNIVERSITARIA  SALAZAR Y HERRERA,2014,11.15,TAI,IES Padre Nivel Formacin,Universitario,10.11,11.78,10.71,14.8167,5.5522,11.106127
2805.0,UNIVERSIDAD SIMON BOLIVAR,2014,39.92,TAI,IES Padre Nivel Formacin,TyT,36.33,31.71,36.28,22.46,13.1759,32.36929
2805.0,UNIVERSIDAD SIMON BOLIVAR,2014,15.85,TAI,IES Padre Nivel Formacin,Universitario,33.67,47.98,23.06,26.7033,14.4317,28.993095
2810.0,CORPORACION UNIVERSIDAD DE LA COSTA CUC,2014,27.78,TAI,IES Padre Nivel Formacin,TyT,33.96,29.41,25.0,34.6533,1.4593,30.782469
2810.0,CORPORACION UNIVERSIDAD DE LA COSTA CUC,2014,16.51,TAI,IES Padre Nivel Formacin,Universitario,16.38,16.82,16.0,28.0033,10.0671,16.387266
2847.0,CORPORACION UNIVERSIDAD DE INVESTIGACION Y DESARROLLO - UDI,2014,24.42,TAI,IES Padre Nivel Formacin,TyT,33.24,32.45,37.87,27.86,9.9485,32.299133
2847.0,CORPORACION UNIVERSIDAD DE INVESTIGACION Y DESARROLLO - UDI,2014,21.57,TAI,IES Padre Nivel Formacin,Universitario,19.5,19.94,13.96,23.04,8.9702,17.38399
2848.0,CORPORACION UNIVERSITARIA  UNITEC,2014,26.4,TAI,IES Padre Nivel Formacin,TyT,19.03,24.86,21.02,23.9233,8.0719,21.274143
2848.0,CORPORACION UNIVERSITARIA  UNITEC,2014,20.3,TAI,IES Padre Nivel Formacin,Universitario,14.29,17.89,18.75,17.6067,2.8819,15.795915
2849.0,CORPORACION UNIVERSITARIA AUTONOMA DEL CAUCA,2014,16.23,TAI,IES Padre Nivel Formacin,Universitario,16.73,17.13,12.44,16.6833,2.3703,15.197569
2818.0,CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-,2014,23.43,TAI,IES Padre Nivel Formacin,TyT,15.22,21.74,31.32,15.4133,1.2314,19.788425
2731.0,FUNDACION UNIVERSITARIA CATOLICA LUMEN GENTIUM,2014,13.35,TAI,IES Padre Nivel Formacin,TyT,25.3,30.81,20.42,19.0833,5.4365,24.26285
2820.0,CORPORACION UNIVERSITARIA LASALLISTA,2014,12.96,TAI,IES Padre Nivel Formacin,Universitario,13.72,11.77,15.29,18.08,6.2975,13.231846
2823.0,CORPORACION UNIVERSITARIA DEL CARIBE - CECAR,2014,11.9,TAI,IES Padre Nivel Formacin,Universitario,14.12,15.04,14.2,17.7133,6.5733,14.324233
2824.0,CORPORACION UNIVERSITARIA DE COLOMBIA IDEAS,2014,50.97,TAI,IES Padre Nivel Formacin,Universitario,53.38,58.61,69.22,27.0733,22.7831,52.297318
2825.0,CORPORACION UNIVERSITARIA RAFAEL NUEZ,2014,20.41,TAI,IES Padre Nivel Formacin,TyT,22.06,22.54,35.06,29.8533,20.7579,24.283474
2736.0,FUNDACION UNIVERSITARIA SEMINARIO BIBLICO DE COLOMBIA,2014,6.17,TAI,IES Padre Nivel Formacin,Universitario,7.69,6.74,5.0,27.71,23.3631,8.464749
2738.0,FUNDACION UNIVERSITARIA EMPRESARIAL DE LA CAMARA DE COMERCIO DE BOGOTA,2014,17.0,TAI,IES Padre Nivel Formacin,Universitario,18.05,20.66,23.41,15.9333,7.4151,18.113966
2739.0,FUNDACION DE ESTUDIOS SUPERIORES UNIVERSITARIOS DE URABA ANTONIO ROLDAN BETANCUR,2014,28.57,TAI,IES Padre Nivel Formacin,Universitario,17.95,10.0,15.52,14.5633,5.9527,15.386634
2740.0,INSTITUCION UNIVERSITARIA COLOMBO AMERICANA - UNICA,2014,9.42,TAI,IES Padre Nivel Formacin,Universitario,9.22,9.93,7.19,15.0733,5.0694,9.566599
2741.0,FUNDACION DE ESTUDIOS SUPERIORES - MONSEOR ABRAHAM ESCUDERO MONTOYA  - FUNDES,2014,16.15,TAI,IES Padre Nivel Formacin,Universitario,12.1,13.51,23.47,13.09,4.4484,13.562903
2829.0,CORPORACION UNIVERSITARIA MINUTO DE DIOS -UNIMINUTO-,2014,14.21,TAI,IES Padre Nivel Formacin,Universitario,15.17,17.77,16.45,12.1633,2.9755,15.160817
2830.0,CORPORACION UNIVERSITARIA IBEROAMERICANA,2014,15.56,TAI,IES Padre Nivel Formacin,TyT,15.05,12.7,23.53,14.1067,1.7389,16.846514
2830.0,CORPORACION UNIVERSITARIA IBEROAMERICANA,2014,13.36,TAI,IES Padre Nivel Formacin,Universitario,15.03,11.36,13.24,15.0833,0.0757,13.942869
2831.0,CORPORACION UNIVERSITARIA DE CIENCIA Y DESARROLLO - UNICIENCIA,2014,19.71,TAI,IES Padre Nivel Formacin,Universitario,17.08,23.6,20.62,15.72,1.1778,18.318657
2832.0,UNIVERSIDAD DE SANTANDER - UDES,2014,21.2,TAI,IES Padre Nivel Formacin,TyT,22.45,25.73,20.35,18.1867,3.8318,21.723867
2745.0,FUNDACIN UNIVERSITARIA COMPENSAR,2014,9.89,TAI,IES Padre Nivel Formacin,Universitario,10.27,12.08,17.36,16.6,6.1042,12.480153
2715.0,FUNDACION UNIVERSITARIA DE POPAYAN,2014,28.57,TAI,IES Padre Nivel Formacin,TyT,11.76,5.56,16.67,14.8267,6.6439,13.691571
2747.0,FUNDACION UNIVERSITARIA AUTONOMA DE LAS AMERICAS,2014,15.57,TAI,IES Padre Nivel Formacin,TyT,19.25,17.22,16.41,13.76,4.8125,18.947132
2747.0,FUNDACION UNIVERSITARIA AUTONOMA DE LAS AMERICAS,2014,8.08,TAI,IES Padre Nivel Formacin,Universitario,7.42,10.57,7.99,12.81,5.9845,9.153053
2748.0,FUNDACION UNIVERSITARIA SEMINARIO TEOLOGICO BAUTISTA INTERNACIONAL,2014,14.78,TAI,IES Padre Nivel Formacin,Universitario,20.38,22.13,21.69,15.6833,7.1785,19.626362
2749.0,INSTITUCION UNIVERSITARIA  SALAZAR Y HERRERA,2014,17.96,TAI,IES Padre Nivel Formacin,TyT,16.71,19.46,13.49,14.8367,6.68,17.033718
2720.0,FUNDACION UNIVERSITARIA JUAN DE CASTELLANOS,2014,28.45,TAI,IES Padre Nivel Formacin,Universitario,13.47,8.81,10.33,16.8533,3.4572,12.107874
2721.0,FUNDACION UNIVERSITARIA MARIA CANO,2014,8.27,TAI,IES Padre Nivel Formacin,Universitario,9.51,15.71,16.32,13.23,3.606,12.709799
2723.0,FUNDACION UNIVERSITARIA AGRARIA DE COLOMBIA -UNIAGRARIA-,2014,15.14,TAI,IES Padre Nivel Formacin,Universitario,16.06,8.54,10.73,13.0133,3.2988,13.172178
2724.0,FUNDACION UNIVERSITARIA DE SAN GIL - UNISANGIL -,2014,13.18,TAI,IES Padre Nivel Formacin,TyT,15.32,33.09,19.15,13.63,3.5872,21.48003
2724.0,FUNDACION UNIVERSITARIA DE SAN GIL - UNISANGIL -,2014,15.22,TAI,IES Padre Nivel Formacin,Universitario,15.67,14.11,13.68,15.6833,0.3702,14.262005
2811.0,ESCUELA COLOMBIANA DE INGENIERIA JULIO GARAVITO,2014,13.08,TAI,IES Padre Nivel Formacin,Universitario,12.98,22.62,16.54,14.6567,1.4625,15.816632
2812.0,UNIVERSIDAD EAN,2014,16.92,TAI,IES Padre Nivel Formacin,Universitario,21.99,20.36,18.93,16.88,4.6253,19.287342
2813.0,UNIVERSIDAD EIA,2014,9.14,TAI,IES Padre Nivel Formacin,Universitario,12.68,9.41,7.12,15.8833,5.2907,11.814489
2815.0,CORPORACION UNIVERSITARIA ADVENTISTA - UNAC,2014,19.09,TAI,IES Padre Nivel Formacin,TyT,11.66,10.72,11.3,15.4433,5.6925,13.484569
2815.0,CORPORACION UNIVERSITARIA ADVENTISTA - UNAC,2014,12.24,TAI,IES Padre Nivel Formacin,Universitario,9.81,8.04,9.13,11.3833,1.4549,9.149723
2730.0,FUNDACION ESCUELA COLOMBIANA DE REHABILITACION,2014,6.99,TAI,IES Padre Nivel Formacin,Universitario,9.38,7.63,6.31,10.2833,1.2115,8.3823395
2302.0,INSTITUCION UNIVERSITARIA DE ENVIGADO,2014,14.92,TAI,IES Padre Nivel Formacin,Universitario,10.61,14.54,14.0,9.9333,0.6242,12.123765
2731.0,FUNDACION UNIVERSITARIA CATOLICA LUMEN GENTIUM,2014,18.19,TAI,IES Padre Nivel Formacin,Universitario,21.97,21.65,12.77,13.9867,6.9411,17.800991
2732.0,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,2014,18.71,TAI,IES Padre Nivel Formacin,TyT,18.0,44.2,50.62,16.86,5.7652,24.77605
2732.0,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,2014,17.73,TAI,IES Padre Nivel Formacin,Universitario,15.76,18.7,31.19,18.5767,3.1449,16.450062
2733.0,FUNDACIN UNIVERSITARIA SAN ALFONSO- FUSA-,2014,32.28,TAI,IES Padre Nivel Formacin,Universitario,19.71,25.82,25.74,17.8233,1.9809,21.081402
2707.0,FUNDACION UNIVERSITARIA JUAN N. CORPAS,2014,3.99,TAI,IES Padre Nivel Formacin,Universitario,3.65,5.28,5.36,13.04,8.3684,7.370547
2708.0,UNIVERSIDAD CES,2014,5.7,TAI,IES Padre Nivel Formacin,TyT,17.06,6.13,13.48,13.4733,8.6098,15.120068
2708.0,UNIVERSIDAD CES,2014,5.93,TAI,IES Padre Nivel Formacin,Universitario,8.8,7.14,6.53,9.8367,6.7648,8.197502
2709.0,FUNDACION UNIVERSITARIA SAN MARTIN,2014,24.98,TAI,IES Padre Nivel Formacin,Universitario,14.97,16.12,16.38,13.61,4.2947,14.998526
2743.0,FUNDACION UNIVERSITARIA INTERNACIONAL DEL TROPICO AMERICANO,2014,30.77,TAI,IES Padre Nivel Formacin,TyT,12.5,10.53,40.74,17.3167,6.3254,18.04804
2743.0,FUNDACION UNIVERSITARIA INTERNACIONAL DEL TROPICO AMERICANO,2014,17.57,TAI,IES Padre Nivel Formacin,Universitario,18.09,16.22,12.9,18.3567,5.9945,15.655934
2744.0,INSTITUCION UNIVERSITARIA CENTRO DE ESTUDIOS SUPERIORES MARIA GORETTI,2014,12.01,TAI,IES Padre Nivel Formacin,TyT,17.74,25.4,21.23,16.11,3.1312,20.366543
2744.0,INSTITUCION UNIVERSITARIA CENTRO DE ESTUDIOS SUPERIORES MARIA GORETTI,2014,13.97,TAI,IES Padre Nivel Formacin,Universitario,13.48,9.85,8.26,16.4367,2.5665,12.527765
2745.0,FUNDACIN UNIVERSITARIA COMPENSAR,2014,19.84,TAI,IES Padre Nivel Formacin,TyT,26.33,23.85,30.88,19.1833,6.5455,24.733631
2713.0,FUNDACION UNIVERSITARIA LOS LIBERTADORES,2014,15.82,TAI,IES Padre Nivel Formacin,Universitario,16.87,17.95,17.26,18.8933,6.6597,16.1979
2106.0,DIRECCION NACIONAL DE ESCUELAS,2014,23.87,TAI,IES Padre Nivel Formacin,TyT,10.16,46.24,1.02,17.7867,8.1239,19.119392
