PERIODO,NOMBRE_FACULTAD,NOMBRE_PROGRAMA,JORNADA,MODALIDAD,NOMBRE_SEDE,TIPO_IDEN_EST,FECHA_NACIMIENTO,GENERO,ESTRATO,NOMBRE_ESTADO,ORIGEN_GEOGRAFICO,LUGAR_EXPEDICION,tipo_desercion,edad
PRIMER  SEMESTRE DE 2021,CIENCIAS AGROPECUARIAS,MAESTRIA EN CIENCIAS VETERINARIAS,Otra,Presencial,TUNJA,C.C.,1988-03-27,M,SIN INFORMACIÓN,PERDIO CUPO A 052/2012  ART 15 LIT.B.,TUNJA,TUNJA,LIT. B,36
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN LENGUAS EXTRANJERAS,Diurna,Presencial,TUNJA,C.C.,1995-05-16,M,1,PERDIO CUPO A130/98 ART.80 LIT. E,SANTA ROSA DE VITERBO,DUITAMA,LIT. E,29
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN LENGUAS EXTRANJERAS,Diurna,Presencial,TUNJA,C.C.,1992-09-03,F,1,PERDIO CUPO A130/98 ART.80 LIT. E,YOPAL,YOPAL,LIT. E,32
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN INFORMATICA Y TECNOLOGIA,Nocturna,Presencial,TUNJA,C.C.,1997-08-11,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,TUNJA,TUNJA,LIT. E,27
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN INFORMATICA Y TECNOLOGIA,Nocturna,Presencial,TUNJA,C.C.,1998-08-01,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,SAMACÁ,LIT. C,26
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN INFORMATICA Y TECNOLOGIA,Nocturna,Presencial,TUNJA,C.C.,1997-07-18,M,1,PERDIO CUPO A130/98 ART.80 LIT. E,SIMIJACA,SIMIJACA,LIT. E,27
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN INFORMATICA Y TECNOLOGIA,Nocturna,Presencial,TUNJA,C.C.,1999-01-14,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,CHIQUINQUIRÁ,CHIQUINQUIRÁ,LIT. C,25
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN INFORMATICA Y TECNOLOGIA,Nocturna,Presencial,TUNJA,C.C.,1988-11-16,M,1,PERDIO CUPO A130/98 ART. 80 LIT. D,TUNJA,TUNJA,LIT. D,36
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN INFORMATICA Y TECNOLOGIA,Nocturna,Presencial,TUNJA,C.C.,2000-08-31,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,DUITAMA,PAIPA,LIT. C,24
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Diurna,Presencial,TUNJA,C.C.,1997-03-24,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,BOGOTA D.E,BOLÍVAR,LIT. E,27
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Diurna,Presencial,TUNJA,C.C.,2002-04-27,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B,DUITAMA,DUITAMA,LIT. B,22
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Diurna,Presencial,TUNJA,C.C.,2001-08-31,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,FLORIDABLANCA,BOAVITA,LIT. B,23
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Diurna,Presencial,TUNJA,C.C.,1999-07-08,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,ARCABUCO,ARCABUCO,LIT. D,25
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Diurna,Presencial,TUNJA,C.C.,1999-01-07,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,TOCA,TOCA,LIT. C,25
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Diurna,Presencial,TUNJA,C.C.,2000-10-01,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,LIT. C,24
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Diurna,Presencial,TUNJA,C.C.,2001-01-06,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,LIT. B,23
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Diurna,Presencial,TUNJA,T.I.,2002-05-05,F,1,PERDIO CUPO A130/98 ART. 80 LIT. C,CHISCAS,CHISCAS,LIT. C,22
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Diurna,Presencial,TUNJA,T.I.,2004-07-28,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,CHIVATÁ,LIT. B,20
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Diurna,Presencial,TUNJA,C.C.,1996-03-18,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,BOGOTÁ D.C.,BOGOTÁ D.C.,LIT. B,28
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Diurna,Presencial,TUNJA,C.C.,2000-08-25,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,VILLAVICENCIO,VILLAVICENCIO,LIT. B,24
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Diurna,Presencial,TUNJA,C.C.,2000-03-05,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,PAUNA,PAUNA,LIT. B,24
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Diurna,Presencial,TUNJA,C.C.,2000-05-26,F,1,PERDIO CUPO A130/98 ART.80 LIT. E,TUNJA,TUNJA,LIT. E,24
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Diurna,Presencial,TUNJA,C.C.,1998-05-29,M,1,PERDIO CUPO A130/98 ART. 80 LIT. D,CHAPARRAL,CHAPARRAL,LIT. D,26
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,Diurna,Presencial,TUNJA,C.C.,2001-02-14,F,3,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,DUITAMA,LIT. C,23
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,Diurna,Presencial,TUNJA,C.C.,2000-04-12,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,DUITAMA,TIBASOSA,LIT. C,24
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,Diurna,Presencial,TUNJA,C.C.,2000-05-17,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B,MIRAFLORES,TUNJA,LIT. B,24
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,Diurna,Presencial,TUNJA,C.C.,1997-09-29,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,LIT. C,27
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Nocturna,Presencial,TUNJA,C.C.,1992-07-30,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,BARANOA,PAZ DE ARIPORO,LIT. C,32
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Nocturna,Presencial,TUNJA,C.C.,1999-01-25,F,3,PERDIO CUPO A130/98 ART. 80 LIT. C,SAN MARTÍN,VILLAVICENCIO,LIT. C,25
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Nocturna,Presencial,TUNJA,C.C.,1998-02-06,M,1,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,LIT. B,26
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Nocturna,Presencial,TUNJA,C.C.,2003-08-23,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B,CHOCONTÁ,CHOCONTÁ,LIT. B,21
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Nocturna,Presencial,TUNJA,C.C.,1995-05-07,F,1,PERDIO CUPO A130/98 ART. 80 LIT. C,PAIPA,PAIPA,LIT. C,29
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Nocturna,Presencial,TUNJA,C.C.,1995-04-18,M,1,PERDIO CUPO A130/98 ART. 80 LIT. D,AGUAZUL,AGUAZUL,LIT. D,29
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Nocturna,Presencial,TUNJA,C.C.,2001-11-03,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,LIT. C,23
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Nocturna,Presencial,TUNJA,C.C.,1996-07-06,F,3,PERDIO CUPO A130/98 ART. 80 LIT. C,BOGOTA D.E,TURMEQUÉ,LIT. C,28
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MATEMATICAS,Nocturna,Presencial,TUNJA,C.C.,2000-05-03,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,LIT. C,24
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,Diurna,Presencial,TUNJA,C.C.,2001-07-06,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,BOGOTÁ D.C.,BOGOTÁ D.C.,LIT. B,23
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,Diurna,Presencial,TUNJA,C.C.,1996-03-25,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,TUNJA,SIACHOQUE,LIT. D,28
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,Diurna,Presencial,TUNJA,C.C.,1999-06-25,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,LIT. C,25
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,Diurna,Presencial,TUNJA,C.C.,2000-05-20,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,DUITAMA,TIBASOSA,LIT. C,24
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,Diurna,Presencial,TUNJA,C.C.,1998-03-23,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,DUITAMA,LIT. C,26
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,Diurna,Presencial,TUNJA,C.C.,1999-11-22,M,1,PERDIO CUPO A130/98 ART.80 LIT. E,TUNJA,TUNJA,LIT. E,25
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,Diurna,Presencial,TUNJA,T.I.,2002-11-20,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,BUSBANZÁ,BUSBANZÁ,LIT. B,22
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,Diurna,Presencial,TUNJA,T.I.,2000-11-22,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,TURMEQUÉ,NUEVO COLÓN,LIT. C,24
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,Diurna,Presencial,TUNJA,C.C.,2001-01-24,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,BOAVITA,TUNJA,LIT. B,23
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,Diurna,Presencial,TUNJA,T.I.,2002-09-01,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,SÁCHICA,SÁCHICA,LIT. B,22
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS SOCIALES,Diurna,Presencial,TUNJA,C.C.,1997-03-18,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,LIT. B,27
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS SOCIALES,Diurna,Presencial,TUNJA,C.C.,1996-07-02,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,LIT. C,28
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS SOCIALES,Diurna,Presencial,TUNJA,C.C.,2001-07-30,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,DUITAMA,TIBASOSA,LIT. B,23
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS SOCIALES,Diurna,Presencial,TUNJA,C.C.,1998-11-24,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,YOPAL,PAZ DE ARIPORO,LIT. C,26
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS SOCIALES,Diurna,Presencial,TUNJA,C.C.,1998-03-06,M,3,PERDIO CUPO A130/98 ART. 80 LIT. C,BARBOSA,BARBOSA,LIT. C,26
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS SOCIALES,Diurna,Presencial,TUNJA,C.C.,1991-08-22,M,3,PERDIO CUPO A130/98 ART. 80 LIT. C,BOGOTA D.E,TUNJA,LIT. C,33
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS SOCIALES,Diurna,Presencial,TUNJA,C.C.,1995-05-08,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,TUNJA,TUNJA,LIT. E,29
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS SOCIALES,Diurna,Presencial,TUNJA,T.I.,2003-01-16,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B,CHITA,TUTA,LIT. B,21
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS SOCIALES,Diurna,Presencial,TUNJA,C.C.,1999-01-31,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,BOGOTÁ D.C.,SORACÁ,LIT. B,25
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS SOCIALES,Diurna,Presencial,TUNJA,C.C.,1998-05-07,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,SOGAMOSO,SOGAMOSO,LIT. C,26
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN CIENCIAS SOCIALES,Diurna,Presencial,TUNJA,C.C.,1997-04-03,F,1,PERDIO CUPO A130/98 ART. 80 LIT. C,DUITAMA,TUNJA,LIT. C,27
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LIC. EN PSICOPEDAGOGIA ENFASIS ASESORIA EDUCATIVA,Diurna,Presencial,TUNJA,T.I.,2001-09-24,F,2,PERDIO CUPO A130/98 ART.80 LIT. E,LA BELLEZA,LA BELLEZA,LIT. E,23
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LIC. EN PSICOPEDAGOGIA ENFASIS ASESORIA EDUCATIVA,Diurna,Presencial,TUNJA,C.C.,2000-11-21,F,1,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,LIT. C,24
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN MUSICA,Diurna,Presencial,TUNJA,C.C.,2000-05-24,M,3,PERDIO CUPO A130/98 ART. 80 LIT. D,BOGOTA D.E,RAMIRIQUÍ,LIT. D,24
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN ARTES PLASTICAS,Diurna,Presencial,TUNJA,C.C.,1994-07-26,F,3,PERDIO CUPO A130/98 ART. 80 LIT. D,BOGOTÁ D.C.,VILLAVICENCIO,LIT. D,30
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN FILOSOFIA,Extendida,Presencial,TUNJA,T.I.,2002-10-21,F,2,PERDIO CUPO A130/98 ART. 80 LIT. D,SOGAMOSO,TUNJA,LIT. D,22
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN FILOSOFIA,Extendida,Presencial,TUNJA,C.C.,1995-01-22,M,3,PERDIO CUPO A130/98 ART. 80 LIT. D,PAIPA,PAIPA,LIT. D,29
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN FILOSOFIA,Extendida,Presencial,TUNJA,C.C.,1997-08-22,M,1,PERDIO CUPO A130/98 ART.80 LIT. E,TUNJA,TUNJA,LIT. E,27
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN FILOSOFIA,Extendida,Presencial,TUNJA,C.C.,1995-09-12,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,IBAGUÉ,GRANADA,LIT. B,29
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN FILOSOFIA,Extendida,Presencial,TUNJA,T.I.,2003-02-25,M,3,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,LIT. B,21
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,Diurna,Presencial,CHIQUINQUIRA,C.C.,1997-05-07,F,2,PERDIO CUPO A130/98 ART. 80 LIT. D,PUENTE NACIONAL,PUENTE NACIONAL,LIT. D,27
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,Diurna,Presencial,CHIQUINQUIRA,C.C.,1996-07-15,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,CHIQUINQUIRÁ,CHIQUINQUIRÁ,LIT. C,28
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,Diurna,Presencial,CHIQUINQUIRA,C.C.,1995-03-17,M,2,PERDIO CUPO A130/98 ART.80 LIT. E,BOGOTÁ D.C.,BOGOTÁ D.C.,LIT. E,29
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,Diurna,Presencial,CHIQUINQUIRA,C.C.,2000-05-27,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,BOGOTÁ D.C.,SIMIJACA,LIT. C,24
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,Diurna,Presencial,CHIQUINQUIRA,C.C.,1999-10-31,M,3,PERDIO CUPO A130/98 ART. 80 LIT. C,BOGOTÁ D.C.,SUESCA,LIT. C,25
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,Diurna,Presencial,CHIQUINQUIRA,C.C.,1996-05-28,M,2,PERDIO CUPO A130/98 ART. 80 LIT. D,CHIQUINQUIRÁ,CHIQUINQUIRÁ,LIT. D,28
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,Diurna,Presencial,CHIQUINQUIRA,C.C.,1998-05-06,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,VILLA DE LEYVA,VILLA DE LEIVA,LIT. C,26
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,Diurna,Presencial,CHIQUINQUIRA,C.C.,2000-06-21,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B,SOGAMOSO,DUITAMA,LIT. B,24
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,Diurna,Presencial,CHIQUINQUIRA,C.C.,1996-09-05,M,1,PERDIO CUPO A130/98 ART.80 LIT. E,UBATE,SIMIJACA,LIT. E,28
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,Diurna,Presencial,CHIQUINQUIRA,C.C.,1999-09-17,M,1,PERDIO CUPO A130/98 ART. 80 LIT. C,CHIQUINQUIRÁ,SAN PABLO DE BORBUR,LIT. C,25
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,Diurna,Presencial,CHIQUINQUIRA,C.C.,1998-12-13,M,1,PERDIO CUPO A130/98 ART. 80 LIT. D,CHIQUINQUIRÁ,ZIPAQUIRÁ,LIT. D,26
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION FISICA RECREACION Y DEPORTE,Diurna,Presencial,CHIQUINQUIRA,C.C.,2000-06-25,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,BOGOTA D.E,SOGAMOSO,LIT. C,24
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES Y EN FRANCES,Extendida,Presencial,TUNJA,T.I.,2002-12-06,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,LIT. B,22
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES Y EN FRANCES,Extendida,Presencial,TUNJA,C.C.,2001-05-05,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,SAMACÁ,SAMACÁ,LIT. B,23
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN LENGUAS EXTRANJERAS CON ENFASIS EN INGLES Y EN FRANCES,Extendida,Presencial,TUNJA,T.I.,2003-04-01,M,3,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,DOSQUEBRADAS,LIT. B,21
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION INFANTIL,Extendida,Presencial,TUNJA,C.C.,2002-01-20,F,1,PERDIO CUPO A130/98 ART. 80 LIT. B,BOGOTA D.E,VILLANUEVA,LIT. B,22
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION INFANTIL,Extendida,Presencial,TUNJA,T.I.,2003-05-07,F,1,PERDIO CUPO A130/98 ART. 80 LIT. B,SAN JOSÉ DEL GUAVIARE,VILLAVICENCIO,LIT. B,21
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN EDUCACION INFANTIL,Extendida,Presencial,TUNJA,T.I.,2001-11-14,F,2,PERDIO CUPO A130/98 ART. 80 LIT. B,VILLA DE LEYVA,GACHANTIVÁ,LIT. B,23
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,"LICENCIATURA EN LENGUAS MODERNAS, CON ENFASIS EN INGLES",Extendida,Presencial,TUNJA,C.C.,2000-11-17,M,3,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,LIT. C,24
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,"LICENCIATURA EN LENGUAS MODERNAS, CON ENFASIS EN INGLES",Extendida,Presencial,TUNJA,C.C.,2001-09-17,M,3,PERDIO CUPO A130/98 ART. 80 LIT. C,TUNJA,TUNJA,LIT. C,23
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN LITERATURA Y LENGUA CASTELLANA,Extendida,Presencial,TUNJA,C.C.,2002-02-07,M,3,PERDIO CUPO A130/98 ART. 80 LIT. B,TUNJA,TUNJA,LIT. B,22
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN INFORMATICA,Diurna,Presencial,TUNJA,C.C.,2002-02-15,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,PAZ DE RÍO,DUITAMA,LIT. C,22
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,LICENCIATURA EN INFORMATICA,Diurna,Presencial,TUNJA,C.C.,2001-06-22,M,2,PERDIO CUPO A130/98 ART. 80 LIT. C,DUITAMA,DUITAMA,LIT. C,23
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,ARTES PLASTICAS Y VISUALES,Extendida,Presencial,TUNJA,C.C.,2000-10-12,M,2,PERDIO CUPO A130/98 ART. 80 LIT. B,SOCHA,DUITAMA,LIT. B,24
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,MAESTRIA EN HISTORIA,Otra,Presencial,TUNJA,C.C.,1987-07-05,M,SIN INFORMACIÓN,PERDIO CUPO A 052/2012  ART 15 LIT.A.,DUITAMA,DUITAMA,LIT. A,37
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,MAESTRIA EN LINGUISTICA,Otra,Presencial,TUNJA,C.C.,1986-08-30,F,SIN INFORMACIÓN,PERDIO CUPO A 052/2012  ART 15 LIT.A.,SOATÁ,SOATÁ,LIT. A,38
PRIMER  SEMESTRE DE 2021,CIENCIAS DE LA EDUCACION,"LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS, HUMANIDADES Y LENGUA CASTELLANA",Otra,Distancia,TUNJA,C.C.,1988-08-09,F,2,PERDIO CUPO A130/98 ART. 80 LIT. D,BOGOTÁ D.C.,TIBANÁ,LIT. D,36
